songlistID,song,artist,release_year,combined
1,Keep On Loving You,REO Speedwagon,1980,Keep On Loving You by REO Speedwagon
2,Keep Pushin 1977,REO Speedwagon,null,Keep Pushin 1977 by REO Speedwagon
3,Like You Do,REO Speedwagon,null,Like You Do by REO Speedwagon
4,Ridin the Storm Out,REO Speedwagon,null,Ridin the Storm Out by REO Speedwagon
5,Roll With the Changes,REO Speedwagon,null,Roll With the Changes by REO Speedwagon
6,Take It on the Run,REO Speedwagon,1981,Take It on the Run by REO Speedwagon
7,Time For Me To Fly,REO Speedwagon,null,Time For Me To Fly by REO Speedwagon
8,Jessies Girl,Rick Springfield,1981,Jessies Girl by Rick Springfield
9,Back Off Boogaloo,Ringo Starr,1972,Back Off Boogaloo by Ringo Starr
10,Early 1970 [*],Ringo Starr,1971,Early 1970 [*] by Ringo Starr
11,It Dont Come Easy,Ringo Starr,1971,It Dont Come Easy by Ringo Starr
12,No No Song,Ringo Starr,1974,No No Song by Ringo Starr
13,Photograph,Ringo Starr,1973,Photograph by Ringo Starr
14,Yourre Sixteen,Ringo Starr,1974,Yourre Sixteen by Ringo Starr
15,Addicted to Love,Robert Palmer,1985,Addicted to Love by Robert Palmer
16,Bad Case Of Lovin You,Robert Palmer,1979,Bad Case Of Lovin You by Robert Palmer
17,Simply Irresistible,Robert Palmer,1988,Simply Irresistible by Robert Palmer
18,Big Log,Robert Plant,1983,Big Log by Robert Plant
19,In The Mood,Robert Plant,1983,In The Mood by Robert Plant
20,Little By Little,Robert Plant,null,Little By Little by Robert Plant
21,No Easy Way Out,Robert Tepper,null,No Easy Way Out by Robert Tepper
22,Bridge of Sighs,Robin Trower,1974,Bridge of Sighs by Robin Trower
23,Little Bit of Sympathy,Robin Trower,null,Little Bit of Sympathy by Robin Trower
24,Too Rolling Stoned,Robin Trower,null,Too Rolling Stoned by Robin Trower
25,Tired Of Toein The Line,Rocky Burnette,null,Tired Of Toein The Line by Rocky Burnette
26,Every Picture Tells A Story,Rod Stewart,1971,Every Picture Tells A Story by Rod Stewart
27,Hot Legs,Rod Stewart,null,Hot Legs by Rod Stewart
28,I Know Im Losing You,Rod Stewart,null,I Know Im Losing You by Rod Stewart
29,Maggie May,Rod Stewart,1971,Maggie May by Rod Stewart
30,Reason to Believe,Rod Stewart,1971,Reason to Believe by Rod Stewart
31,Stay with Me,Rod Stewart,null,Stay with Me by Rod Stewart
32,The First Cut Is The Deepest,Rod Stewart,1976,The First Cut Is The Deepest by Rod Stewart
33,Tonights the Night (Gonna Be Alright),Rod Stewart,1976,Tonights the Night (Gonna Be Alright) by Rod Stewart
34,You Wear It Well,Rod Stewart,1972,You Wear It Well by Rod Stewart
35,Youre In My Heart (The Final Acclaim),Rod Stewart,1977,Youre In My Heart (The Final Acclaim) by Rod Stewart
36,Free Me,Roger Daltry,null,Free Me by Roger Daltry
37,Had a Dream (Sleeping With the Enemy),Roger Hodgson,null,Had a Dream (Sleeping With the Enemy) by Roger Hodgson
38,The Logical Song,Roger Hodgson,1979,The Logical Song by Roger Hodgson
39,(I Cant Get No) Satisfaction,Rolling Stones,1965,(I Cant Get No) Satisfaction by Rolling Stones
40,19th Nervous Breakdown,Rolling Stones,1966,19th Nervous Breakdown by Rolling Stones
41,Aint Too Proud to Beg,Rolling Stones,1974,Aint Too Proud to Beg by Rolling Stones
42,Almost Hear You Sigh,Rolling Stones,1989,Almost Hear You Sigh by Rolling Stones
43,Angie,Rolling Stones,1973,Angie by Rolling Stones
44,Beast Of Burden,Rolling Stones,1978,Beast Of Burden by Rolling Stones
45,Bitch,Rolling Stones,1971,Bitch by Rolling Stones
46,Brown Sugar,Rolling Stones,1971,Brown Sugar by Rolling Stones
47,Cant You Hear Me Knocking,Rolling Stones,1971,Cant You Hear Me Knocking by Rolling Stones
48,CAROL,Rolling Stones,null,CAROL by Rolling Stones
49,Da Da Doo Ron Ron,Rolling Stones,null,Da Da Doo Ron Ron by Rolling Stones
50,Dance Little Sister,Rolling Stones,1980,Dance Little Sister by Rolling Stones
51,Doo Doo Doo Doo Doo (Heartbreaker),Rolling Stones,1973,Doo Doo Doo Doo Doo (Heartbreaker) by Rolling Stones
52,Doom And Gloom,Rolling Stones,2012,Doom And Gloom by Rolling Stones
53,Emotional Rescue,Rolling Stones,1980,Emotional Rescue by Rolling Stones
54,Fortune Teller,Rolling Stones,null,Fortune Teller by Rolling Stones
55,Get Off My Cloud,Rolling Stones,1965,Get Off My Cloud by Rolling Stones
56,Get Off Of My Cloud,Rolling Stones,1965,Get Off Of My Cloud by Rolling Stones
57,Gimme Shelter,Rolling Stones,1969,Gimme Shelter by Rolling Stones
58,Hand of Fate,Rolling Stones,1976,Hand of Fate by Rolling Stones
59,Hang Fire,Rolling Stones,1981,Hang Fire by Rolling Stones
60,Happy,Rolling Stones,1972,Happy by Rolling Stones
61,Heartbreaker,Rolling Stones,1973,Heartbreaker by Rolling Stones
62,Honky Tonk Women,Rolling Stones,1969,Honky Tonk Women by Rolling Stones
63,ITS ALL OVER NOW,Rolling Stones,1964,ITS ALL OVER NOW by Rolling Stones
64,Its Only Rock n Roll,Rolling Stones,1974,Its Only Rock n Roll by Rolling Stones
65,Jumpin Jack Flash,Rolling Stones,1968,Jumpin Jack Flash by Rolling Stones
66,Just My Imagination,Rolling Stones,null,Just My Imagination by Rolling Stones
67,Let It Bleed,Rolling Stones,1969,Let It Bleed by Rolling Stones
68,Lets Spend the Night Together,Rolling Stones,1967,Lets Spend the Night Together by Rolling Stones
69,Like A Rolling Stone,Rolling Stones,null,Like A Rolling Stone by Rolling Stones
70,Little Queenie,Rolling Stones,null,Little Queenie by Rolling Stones
71,Midnight Rambler,Rolling Stones,1969,Midnight Rambler by Rolling Stones
72,Miss You,Rolling Stones,1978,Miss You by Rolling Stones
73,Monkey Man,Rolling Stones,1969,Monkey Man by Rolling Stones
74,Mothers Little Helper,Rolling Stones,1966,Mothers Little Helper by Rolling Stones
75,Paint It Black,Rolling Stones,1966,Paint It Black by Rolling Stones
76,Shattered,Rolling Stones,1978,Shattered by Rolling Stones
77,Shes a Rainbow,Rolling Stones,1967,Shes a Rainbow by Rolling Stones
78,Shes So Cold,Rolling Stones,null,Shes So Cold by Rolling Stones
79,Start Me Up,Rolling Stones,1981,Start Me Up by Rolling Stones
80,Street Fighting Man,Rolling Stones,1968,Street Fighting Man by Rolling Stones
81,Sympathy For The Devil,Rolling Stones,1968,Sympathy For The Devil by Rolling Stones
82,THE LAST TIME,Rolling Stones,1965,THE LAST TIME by Rolling Stones
83,THE SPIDER AND THE FLY,Rolling Stones,1965,THE SPIDER AND THE FLY by Rolling Stones
84,TIME IS ON MY SIDE,Rolling Stones,null,TIME IS ON MY SIDE by Rolling Stones
85,Time Waits for No One,Rolling Stones,1975,Time Waits for No One by Rolling Stones
86,Tumbling Dice,Rolling Stones,1972,Tumbling Dice by Rolling Stones
87,Under My Thumb,Rolling Stones,1966,Under My Thumb by Rolling Stones
88,UNDERCOVER OF THE NIGHT,Rolling Stones,1983,UNDERCOVER OF THE NIGHT by Rolling Stones
89,Waiting on a Friend,Rolling Stones,1981,Waiting on a Friend by Rolling Stones
90,Wild Horses,Rolling Stones,1971,Wild Horses by Rolling Stones
91,You Cant Always Get What You Want,Rolling Stones,1969,You Cant Always Get What You Want by Rolling Stones
92,YOU GOT THE SILVER,Rolling Stones,1969,YOU GOT THE SILVER by Rolling Stones
93,YOU GOTTA MOVE,Rolling Stones,1971,YOU GOTTA MOVE by Rolling Stones
94,Bullfrog Blues,Rory Gallagher,null,Bullfrog Blues by Rory Gallagher
95,Cry Sister,Royal Bliss,null,Cry Sister by Royal Bliss
96,2112: Overture / The Temples of Syrinx (Chronicles Version),Rush,1976,2112: Overture / The Temples of Syrinx (Chronicles Version) by Rush
97,Closer to the Heart,Rush,1977,Closer to the Heart by Rush
98,Entre Nous,Rush,1980,Entre Nous by Rush
99,Finding My Way,Rush,null,Finding My Way by Rush
100,Fly By Night,Rush,1975,Fly By Night by Rush
101,Freewill,Rush,1980,Freewill by Rush
102,In The Mood,Rush,1974,In The Mood by Rush
103,Limelight,Rush,1981,Limelight by Rush
104,New World Man,Rush,1982,New World Man by Rush
105,Red Barchetta,Rush,1981,Red Barchetta by Rush
106,Show Dont Tell,Rush,1989,Show Dont Tell by Rush
107,Subdivisions,Rush,1982,Subdivisions by Rush
108,Summertime Blues,Rush,null,Summertime Blues by Rush
109,Test For Echo,Rush,1996,Test For Echo by Rush
110,The Spirit of Radio,Rush,1980,The Spirit of Radio by Rush
111,The Trees,Rush,1978,The Trees by Rush
112,Time Stand Still (live),Rush,1987,Time Stand Still (live) by Rush
113,Tom Sawyer,Rush,1981,Tom Sawyer by Rush
114,Working Man,Rush,1975,Working Man by Rush
115,YYZ,Rush,1981,YYZ by Rush
116,Voices,Russ Ballard,1975,Voices by Russ Ballard
117,On The Loose,Saga,null,On The Loose by Saga
118,SOUL MAN,Sam & Dave,1967,SOUL MAN by Sam & Dave
119,Cant Get Loose,Sammy Hagar,null,Cant Get Loose by Sammy Hagar
120,Heavy Metal,Sammy Hagar,1982,Heavy Metal by Sammy Hagar
121,I Cant Drive 55,Sammy Hagar,1984,I Cant Drive 55 by Sammy Hagar
122,Ill Fall In Love Again,Sammy Hagar,null,Ill Fall In Love Again by Sammy Hagar
123,Plain Jane,Sammy Hagar,null,Plain Jane by Sammy Hagar
124,Red,Sammy Hagar,1978,Red by Sammy Hagar
125,Theres Only One Way to Rock,Sammy Hagar,1981,Theres Only One Way to Rock by Sammy Hagar
126,Three Lock Box,Sammy Hagar,null,Three Lock Box by Sammy Hagar
127,Trans Am (Highway Wonderland),Sammy Hagar,1979,Trans Am (Highway Wonderland) by Sammy Hagar
128,Turn Up The Music 1977,Sammy Hagar,null,Turn Up The Music 1977 by Sammy Hagar
129,Black Magic Woman,Santana,1970,Black Magic Woman by Santana
130,Europa,Santana,1977,Europa by Santana
131,Evil Ways,Santana,1969,Evil Ways by Santana
132,Jingo,Santana,1969,Jingo by Santana
133,No One to Depend On,Santana,1971,No One to Depend On by Santana
134,Oye Como Va,Santana,1970,Oye Como Va by Santana
135,Put Your Lights On (feat. Everlast),Santana,1999,Put Your Lights On (feat. Everlast) by Santana
136,Smooth,Santana,1999,Smooth by Santana
137,Soul Sacrifice,Santana,1969,Soul Sacrifice by Santana
138,Well All Right,Santana,null,Well All Right by Santana
139,Winning,Santana,null,Winning by Santana
140,The Warrior,Scandal,1984,The Warrior by Scandal
141,3 Strange Days,School Of Fish,null,3 Strange Days by School Of Fish
142,Big City Nights,Scorpions,1984,Big City Nights by Scorpions
143,Blackout,Scorpions,1982,Blackout by Scorpions
144,Dont Believe Her,Scorpions,null,Dont Believe Her by Scorpions
145,Holiday,Scorpions,null,Holiday by Scorpions
146,Loving You Sunday Morning,Scorpions,null,Loving You Sunday Morning by Scorpions
147,No One Like You,Scorpions,1982,No One Like You by Scorpions
148,Rock You Like a Hurricane,Scorpions,1984,Rock You Like a Hurricane by Scorpions
149,Still Loving You,Scorpions,1984,Still Loving You by Scorpions
150,The Zoo,Scorpions,1980,The Zoo by Scorpions
151,Wind Of Change,Scorpions,1990,Wind Of Change by Scorpions
152,Remedy,Seether,2005,Remedy by Seether
153,Words As Weapons,Seether,null,Words As Weapons by Seether
154,God Save The Queen,Sex Pistols,1977,God Save The Queen by Sex Pistols
155,No Turning Back,Sherbs,null,No Turning Back by Sherbs
156,45,Shinedown,2003,45 by Shinedown
157,America,Simon & Garfunkel,1968,America by Simon & Garfunkel
158,Cecilia,Simon & Garfunkel,1970,Cecilia by Simon & Garfunkel
159,Mrs. Robinson,Simon & Garfunkel,1968,Mrs. Robinson by Simon & Garfunkel
160,The Sounds Of Silence,Simon & Garfunkel,1966,The Sounds Of Silence by Simon & Garfunkel
161,Dont You,Simple Minds,1985,Dont You by Simple Minds
162,18 And Life,Skid Row,1989,18 And Life by Skid Row
163,I Remember You,Skid Row,1989,I Remember You by Skid Row
164,Youth Gone Wild,Skid Row,1989,Youth Gone Wild by Skid Row
165,Fly To The Angels,Slaughter,1990,Fly To The Angels by Slaughter
166,All Star,Smash Mouth,1999,All Star by Smash Mouth
167,1979,Smashing Pumpkins,1995,1979 by Smashing Pumpkins
168,Bullet With Butterfly Wings,Smashing Pumpkins,1995,Bullet With Butterfly Wings by Smashing Pumpkins
169,Landslide,Smashing Pumpkins,null,Landslide by Smashing Pumpkins
170,Today,Smashing Pumpkins,1993,Today by Smashing Pumpkins
171,Drivers Seat,Sniff 'n' the Tears,1978,Drivers Seat by Sniff n the Tears
172,Tainted Love,Soft Cell,1981,Tainted Love by Soft Cell
173,Black Hole Sun,Soundgarden,1994,Black Hole Sun by Soundgarden
174,Burden in My Hand,Soundgarden,1996,Burden in My Hand by Soundgarden
175,Fell On Black Days,Soundgarden,1994,Fell On Black Days by Soundgarden
176,Spoonman,Soundgarden,1994,Spoonman by Soundgarden
177,Havin A Party,Southside Johnny,null,Havin A Party by Southside Johnny
178,The Fever,Southside Johnny,null,The Fever by Southside Johnny
179,GIMME SOME LOVIN,Spencer Davis Group,1966,GIMME SOME LOVIN by Spencer Davis Group
180,Two Princes,Spin Doctors,1991,Two Princes by Spin Doctors
181,Black Coffee In Bed,Squeeze,1982,Black Coffee In Bed by Squeeze
182,Pulling Mussels,Squeeze,1980,Pulling Mussels by Squeeze
183,Tempted,Squeeze,1981,Tempted by Squeeze
184,Its Been Awhile,Staind,2001,Its Been Awhile by Staind
185,My Demons,Starset,null,My Demons by Starset
186,Stuck In the Middle With You,Stealers Wheel,1972,Stuck In the Middle With You by Stealers Wheel
187,Black Cow,Steely Dan,1977,Black Cow by Steely Dan
188,Deacon Blues,Steely Dan,1977,Deacon Blues by Steely Dan
189,Dirty Work,Steely Dan,1977,Dirty Work by Steely Dan
190,Do It Again,Steely Dan,1972,Do It Again by Steely Dan
191,Fm {no Static At All},Steely Dan,1978,Fm {no Static At All} by Steely Dan
192,Hey Nineteen,Steely Dan,1980,Hey Nineteen by Steely Dan
193,Peg,Steely Dan,1977,Peg by Steely Dan
194,Reelin in the Years,Steely Dan,1972,Reelin in the Years by Steely Dan
195,Rikki Dont Lose That Number,Steely Dan,1974,Rikki Dont Lose That Number by Steely Dan
196,Love the One Youre With,Stephen Stills,1971,Love the One Youre With by Stephen Stills
197,Treetop Flyer,Stephen Stills,null,Treetop Flyer by Stephen Stills
198,Born to Be Wild,Steppenwolf,1968,Born to Be Wild by Steppenwolf
199,Magic Carpet Ride,Steppenwolf,1968,Magic Carpet Ride by Steppenwolf
200,Copperhead Road,Steve Earle,1988,Copperhead Road by Steve Earle
201,Abracadabra,Steve Miller Band,1982,Abracadabra by Steve Miller Band
202,Fly Like an Eagle,Steve Miller Band,1976,Fly Like an Eagle by Steve Miller Band
203,Jet Airliner,Steve Miller Band,1977,Jet Airliner by Steve Miller Band
204,Jungle Love,Steve Miller Band,1977,Jungle Love by Steve Miller Band
205,Living in the U.S.A.,Steve Miller Band,null,Living in the U.S.A. by Steve Miller Band
206,Mercury Blues,Steve Miller Band,null,Mercury Blues by Steve Miller Band
207,Rock N Me,Steve Miller Band,1976,Rock N Me by Steve Miller Band
208,Space Cowboy,Steve Miller Band,null,Space Cowboy by Steve Miller Band
209,Swingtown,Steve Miller Band,null,Swingtown by Steve Miller Band
210,Take the Money and Run,Steve Miller Band,1976,Take the Money and Run by Steve Miller Band
211,The Joker,Steve Miller Band,1973,The Joker by Steve Miller Band
212,The Stake,Steve Miller Band,null,The Stake by Steve Miller Band
213,Threshold/Jet Airliner,Steve Miller Band,null,Threshold/Jet Airliner by Steve Miller Band
214,True Fine Love,Steve Miller Band,null,True Fine Love by Steve Miller Band
215,Your Cash Aint Nothin But Trash,Steve Miller Band,null,Your Cash Aint Nothin But Trash by Steve Miller Band
216,Oh Sherrie,Steve Perry,1984,Oh Sherrie by Steve Perry
217,Back In the High Life Again,Steve Winwood,1986,Back In the High Life Again by Steve Winwood
218,Higher Love,Steve Winwood,1986,Higher Love by Steve Winwood
219,Roll With It,Steve Winwood,1988,Roll With It by Steve Winwood
220,While You See a Chance,Steve Winwood,1980,While You See a Chance by Steve Winwood
221,Love The One YouRe With,Steven Stills,1971,Love The One YouRe With by Steven Stills
222,Edge of Seventeen,Stevie Nicks,1981,Edge of Seventeen by Stevie Nicks
223,Leather and Lace,Stevie Nicks,1981,Leather and Lace by Stevie Nicks
224,Stand Back,Stevie Nicks,1983,Stand Back by Stevie Nicks
225,Stop Draggin My Heart Around,Stevie Nicks,1981,Stop Draggin My Heart Around by Stevie Nicks
226,Stop Draggin My Heart Around,Stevie Nicks w/ Tom Petty and the Heartbreakers,1981,Stop Draggin My Heart Around by Stevie Nicks w/ Tom Petty and the Heartbreakers
227,Cold Shot,Stevie Ray Vaughan,null,Cold Shot by Stevie Ray Vaughan
228,Couldnt Stand the Weather,Stevie Ray Vaughan,null,Couldnt Stand the Weather by Stevie Ray Vaughan
229,Crossfire,Stevie Ray Vaughan,1989,Crossfire by Stevie Ray Vaughan
230,Life by the Drop,Stevie Ray Vaughan,null,Life by the Drop by Stevie Ray Vaughan
231,Little Wing,Stevie Ray Vaughan,null,Little Wing by Stevie Ray Vaughan
232,Look At Little Sister,Stevie Ray Vaughan,null,Look At Little Sister by Stevie Ray Vaughan
233,Pride And Joy,Stevie Ray Vaughan,1983,Pride And Joy by Stevie Ray Vaughan
234,Scuttle Buttin,Stevie Ray Vaughan,1984,Scuttle Buttin by Stevie Ray Vaughan
235,Superstition [Live],Stevie Ray Vaughan,null,Superstition [Live] by Stevie Ray Vaughan
236,Taxman,Stevie Ray Vaughan,null,Taxman by Stevie Ray Vaughan
237,Texas Flood,Stevie Ray Vaughan,1983,Texas Flood by Stevie Ray Vaughan
238,The House Is Rockin,Stevie Ray Vaughan,1989,The House Is Rockin by Stevie Ray Vaughan
239,The Sky Is Crying,Stevie Ray Vaughan,null,The Sky Is Crying by Stevie Ray Vaughan
240,Tightrope,Stevie Ray Vaughan,null,Tightrope by Stevie Ray Vaughan
241,Voodoo Chile {slight Return},Stevie Ray Vaughan,null,Voodoo Chile {slight Return} by Stevie Ray Vaughan
242,Superstition,Stevie Wonder,1973,Superstition by Stevie Wonder
243,Fortress Around Your Heart,Sting,1985,Fortress Around Your Heart by Sting
244,If You Love Somebody Set Them Free,Sting,null,If You Love Somebody Set Them Free by Sting
245,Big Empty,Stone Temple Pilots,1994,Big Empty by Stone Temple Pilots
246,Creep,Stone Temple Pilots,1993,Creep by Stone Temple Pilots
247,Interstate Love Song,Stone Temple Pilots,1994,Interstate Love Song by Stone Temple Pilots
248,Lady Picture Show,Stone Temple Pilots,null,Lady Picture Show by Stone Temple Pilots
249,Plush,Stone Temple Pilots,1992,Plush by Stone Temple Pilots
250,Sex Type Thing,Stone Temple Pilots,null,Sex Type Thing by Stone Temple Pilots
251,Trippin on a Hole in a Paper Heart,Stone Temple Pilots,null,Trippin on a Hole in a Paper Heart by Stone Temple Pilots
252,Vasoline,Stone Temple Pilots,1994,Vasoline by Stone Temple Pilots
253,Rock This Town,Stray Cats,null,Rock This Town by Stray Cats
254,Stray Cat Strut,Stray Cats,null,Stray Cat Strut by Stray Cats
255,To Hell With the Devil,Stryper,1986,To Hell With the Devil by Stryper
256,The Isle Of Debris,Stu Nunnery,null,The Isle Of Debris by Stu Nunnery
257,Blue Collar Man,Styx,1978,Blue Collar Man by Styx
258,Come Sail Away,Styx,1977,Come Sail Away by Styx
259,Crystal Ball,Styx,null,Crystal Ball by Styx
260,Fooling Yourself,Styx,1977,Fooling Yourself by Styx
261,Lady,Styx,1973,Lady by Styx
262,Light Up,Styx,1975,Light Up by Styx
263,Lorelei,Styx,1975,Lorelei by Styx
264,Renegade,Styx,1978,Renegade by Styx
265,Suite Madame Blue,Styx,1975,Suite Madame Blue by Styx
266,The Grand Illusion,Styx,1977,The Grand Illusion by Styx
267,Too Much Time On My Hands,Styx,1981,Too Much Time On My Hands by Styx
268,What I Got,Sublime,1996,What I Got by Sublime
269,Wrong Way,Sublime,1996,Wrong Way by Sublime
270,Fly,Sugar Ray,null,Fly by Sugar Ray
271,Green Eyed Lady,Sugarloaf,1970,Green Eyed Lady by Sugarloaf
272,Bloody Well Right,Supertramp,1974,Bloody Well Right by Supertramp
273,Breakfast in America,Supertramp,1979,Breakfast in America by Supertramp
274,Dreamer,Supertramp,1974,Dreamer by Supertramp
275,Give a Little Bit,Supertramp,1977,Give a Little Bit by Supertramp
276,Goodbye Stranger,Supertramp,1979,Goodbye Stranger by Supertramp
277,Take the Long Way Home,Supertramp,1979,Take the Long Way Home by Supertramp
278,The Logical Song,Supertramp,1979,The Logical Song by Supertramp
279,Eye of the Tiger,Survivor,1982,Eye of the Tiger by Survivor
280,I Cant Hold Back,Survivor,null,I Cant Hold Back by Survivor
281,Ballroom Blitz,Sweet,1973,Ballroom Blitz by Sweet
282,Fox On The Run,Sweet,null,Fox On The Run by Sweet
283,Love Is Like Oxygen,Sweet,1978,Love Is Like Oxygen by Sweet
284,Bang a Gong (Get It On),T. Rex,1971,Bang a Gong (Get It On) by T. Rex
285,Jeepster,T. Rex,1971,Jeepster by T. Rex
286,And She Was,Talking Heads,1985,And She Was by Talking Heads
287,Burning Down the House,Talking Heads,1983,Burning Down the House by Talking Heads
288,Life During Wartime,Talking Heads,1979,Life During Wartime by Talking Heads
289,Once In A Lifetime,Talking Heads,1980,Once In A Lifetime by Talking Heads
290,Psycho Killer,Talking Heads,1977,Psycho Killer by Talking Heads
291,Road To Nowhere,Talking Heads,null,Road To Nowhere by Talking Heads
292,Stay Up Late,Talking Heads,null,Stay Up Late by Talking Heads
293,Take Me To The River,Talking Heads,null,Take Me To The River by Talking Heads
294,Wild Wild Life,Talking Heads,1986,Wild Wild Life by Talking Heads
295,Im Leaving,Taxxi,null,Im Leaving by Taxxi
296,Everybody Wants to Rule the World,Tears for Fears,1985,Everybody Wants to Rule the World by Tears for Fears
297,Head Over Heels,Tears for Fears,1985,Head Over Heels by Tears for Fears
298,Shout,Tears for Fears,1984,Shout by Tears for Fears
299,Cat Scratch Fever,Ted Nugent,1977,Cat Scratch Fever by Ted Nugent
300,Dog Eat Dog,Ted Nugent,null,Dog Eat Dog by Ted Nugent
301,Free for All,Ted Nugent,1977,Free for All by Ted Nugent
302,Great White Buffalo,Ted Nugent,null,Great White Buffalo by Ted Nugent
303,Stranglehold,Ted Nugent,1975,Stranglehold by Ted Nugent
304,Wango Tango,Ted Nugent,null,Wango Tango by Ted Nugent
305,Hunger Strike,Temple of the Dog,1990,Hunger Strike by Temple of the Dog
306,Id Love To Change The World,Ten Years After,1971,Id Love To Change The World by Ten Years After
307,Im Goin Home,Ten Years After,null,Im Goin Home by Ten Years After
308,Little Suzi,Tesla,null,Little Suzi by Tesla
309,Love Song,Tesla,1989,Love Song by Tesla
310,Modern Day Cowboy,Tesla,null,Modern Day Cowboy by Tesla
311,Signs,Tesla,null,Signs by Tesla
312,Breakdown,The Alan Parsons Project,1977,Breakdown by The Alan Parsons Project
313,Eye In the Sky,The Alan Parsons Project,1982,Eye In the Sky by The Alan Parsons Project
314,Games People Play,The Alan Parsons Project,1981,Games People Play by The Alan Parsons Project
315,I Wouldnt Want to Be Like You,The Alan Parsons Project,null,I Wouldnt Want to Be Like You by The Alan Parsons Project
316,Rain In the Summertime,The Alarm (IRS),null,Rain In the Summertime by The Alarm (IRS)
317,Journey to the Center of the Mind,The Amboy Dukes,1968,Journey to the Center of the Mind by The Amboy Dukes
318,Dont Bring Me Down,The Animals,1966,Dont Bring Me Down by The Animals
319,House Of The Rising Sun,The Animals,1964,House Of The Rising Sun by The Animals
320,Monterey,The Animals,1968,Monterey by The Animals
321,San Franciscan Nights,The Animals,1967,San Franciscan Nights by The Animals
322,Spill the Wine,The Animals,null,Spill the Wine by The Animals
323,Love Shack,The B-52's,1989,Love Shack by The B-52s
324,Roam,The B-52's,null,Roam by The B-52s
325,Back On My Feet Again,The Babys,null,Back On My Feet Again by The Babys
326,Isnt It Time,The Babys,1977,Isnt It Time by The Babys
327,Chest Fever,The Band,1968,Chest Fever by The Band
328,The Night They Drove Old Dixie Down,The Band,1969,The Night They Drove Old Dixie Down by The Band
329,The Weight,The Band,1968,The Weight by The Band
330,Up On Cripple Creek,The Band,1969,Up On Cripple Creek by The Band
331,Good Vibrations,The Beach Boys,1966,Good Vibrations by The Beach Boys
332,A Day In The Life,The Beatles,1967,A Day In The Life by The Beatles
333,A Hard Days Night,The Beatles,1964,A Hard Days Night by The Beatles
334,A Saturday Club Xmas/Crimble Medley,The Beatles,null,A Saturday Club Xmas/Crimble Medley by The Beatles
335,Across The Universe,The Beatles,1970,Across The Universe by The Beatles
336,All My Loving,The Beatles,1963,All My Loving by The Beatles
337,All You Need Is Love,The Beatles,1967,All You Need Is Love by The Beatles
338,And Your Bird Can Sing,The Beatles,1966,And Your Bird Can Sing by The Beatles
339,ANYTIME AT ALL,The Beatles,1964,ANYTIME AT ALL by The Beatles
340,Baby Youre A Rich Man,The Beatles,1967,Baby Youre A Rich Man by The Beatles
341,Back In the U.S.S.R.,The Beatles,1968,Back In the U.S.S.R. by The Beatles
342,BAD BOY,The Beatles,1965,BAD BOY by The Beatles
343,BALLAD OF JOHN AND YOKO,The Beatles,null,BALLAD OF JOHN AND YOKO by The Beatles
344,Birthday,The Beatles,1969,Birthday by The Beatles
345,Blackbird,The Beatles,1968,Blackbird by The Beatles
346,Cant Buy Me Love,The Beatles,1964,Cant Buy Me Love by The Beatles
347,Come Together,The Beatles,1969,Come Together by The Beatles
348,Cry For A Shadow,The Beatles,1961,Cry For A Shadow by The Beatles
349,Day Tripper,The Beatles,1965,Day Tripper by The Beatles
350,Dear Prudence,The Beatles,1968,Dear Prudence by The Beatles
351,Dont Let Me Down,The Beatles,1969,Dont Let Me Down by The Beatles
352,Drive My Car,The Beatles,1965,Drive My Car by The Beatles
353,Eight Days A Week,The Beatles,1964,Eight Days A Week by The Beatles
354,Eleanor Rigby,The Beatles,1966,Eleanor Rigby by The Beatles
355,Everybodys Got Something To Hide Except Me And My Monk,The Beatles,1968,Everybodys Got Something To Hide Except Me And My Monk by The Beatles
356,Fixing A Hole,The Beatles,1967,Fixing A Hole by The Beatles
357,From Me To You,The Beatles,1963,From Me To You by The Beatles
358,Get Back,The Beatles,1969,Get Back by The Beatles
359,Getting Better,The Beatles,1967,Getting Better by The Beatles
360,GIRL,The Beatles,1965,GIRL by The Beatles
361,Golden Slumbers,The Beatles,1969,Golden Slumbers by The Beatles
362,Good Day Sunshine,The Beatles,1966,Good Day Sunshine by The Beatles
363,Got To Get You Into My Life,The Beatles,1966,Got To Get You Into My Life by The Beatles
364,Hello Goodbye,The Beatles,1967,Hello Goodbye by The Beatles
365,Help!,The Beatles,1965,Help! by The Beatles
366,Helter Skelter,The Beatles,1968,Helter Skelter by The Beatles
367,Here Comes The Sun,The Beatles,1969,Here Comes The Sun by The Beatles
368,Hey Jude,The Beatles,1968,Hey Jude by The Beatles
369,I Am the Walrus,The Beatles,1967,I Am the Walrus by The Beatles
370,I Feel Fine,The Beatles,1964,I Feel Fine by The Beatles
371,I Saw Her Standing There,The Beatles,1963,I Saw Her Standing There by The Beatles
372,I Want To Hold Your Hand,The Beatles,1963,I Want To Hold Your Hand by The Beatles
373,I Want You (Shes So Heavy),The Beatles,1969,I Want You (Shes So Heavy) by The Beatles
374,Ill Follow The Sun,The Beatles,1964,Ill Follow The Sun by The Beatles
375,Im A Loser,The Beatles,1964,Im A Loser by The Beatles
376,Im Down,The Beatles,1965,Im Down by The Beatles
377,Ive Got A Feeling,The Beatles,1970,Ive Got A Feeling by The Beatles
378,Ive Just Seen A Face,The Beatles,1965,Ive Just Seen A Face by The Beatles
