songlistID,song,artist,release_year,combined
1585,Long Cool Woman,Hollies,1971,Long Cool Woman by Hollies
1586,New Girl Now,Honeymoon Suite,null,New Girl Now by Honeymoon Suite
1587,ALL YOU ZOMBIES,Hooters,1985,ALL YOU ZOMBIES by Hooters
1588,AND WE DANCED,Hooters,1985,AND WE DANCED by Hooters
1589,I Want A New Drug,Huey Lewis & The News,1983,I Want A New Drug by Huey Lewis & The News
1590,30 Days In the Hole,Humble Pie,1972,30 Days In the Hole by Humble Pie
1591,Lust for Life,Iggy Pop,1977,Lust for Life by Iggy Pop
1592,The Passenger,Iggy Pop,1977,The Passenger by Iggy Pop
1593,Radioactive,Imagine Dragons,2012,Radioactive by Imagine Dragons
1594,Devil Inside,INXS,1988,Devil Inside by INXS
1595,Need You Tonight,INXS,1987,Need You Tonight by INXS
1596,New Sensation,INXS,null,New Sensation by INXS
1597,What You Need,INXS,1985,What You Need by INXS
1598,In A Gadda Da Vida,Iron Butterfly,1968,In A Gadda Da Vida by Iron Butterfly
1599,Flight Of Icarus,Iron Maiden,1983,Flight Of Icarus by Iron Maiden
1600,Run To The Hills,Iron Maiden,1982,Run To The Hills by Iron Maiden
1601,The Number Of The Beast,Iron Maiden,1982,The Number Of The Beast by Iron Maiden
1602,The Trooper,Iron Maiden,1983,The Trooper by Iron Maiden
1603,Wasted Years,Iron Maiden,1986,Wasted Years by Iron Maiden
1604,Centerfold,J. Geils Band,1981,Centerfold by J. Geils Band
1605,Freeze-frame,J. Geils Band,1981,Freeze-frame by J. Geils Band
1606,Give It To Me,J. Geils Band,1973,Give It To Me by J. Geils Band
1607,Houseparty,J. Geils Band,null,Houseparty by J. Geils Band
1608,Looking For A Love,J. Geils Band,null,Looking For A Love by J. Geils Band
1609,Love Stinks,J. Geils Band,null,Love Stinks by J. Geils Band
1610,Must of Got Lost,J. Geils Band,null,Must of Got Lost by J. Geils Band
1611,Night Time,J. Geils Band,null,Night Time by J. Geils Band
1612,Whammer Jammer,J. Geils Band,null,Whammer Jammer by J. Geils Band
1613,Boulevard,Jackson Browne,null,Boulevard by Jackson Browne
1614,Doctor My Eyes,Jackson Browne,1972,Doctor My Eyes by Jackson Browne
1615,Load Out/Stay,Jackson Browne,1977,Load Out/Stay by Jackson Browne
1616,Redneck Friend,Jackson Browne,1973,Redneck Friend by Jackson Browne
1617,Running On Empty,Jackson Browne,1977,Running On Empty by Jackson Browne
1618,Somebodys Baby,Jackson Browne,1982,Somebodys Baby by Jackson Browne
1619,Take It Easy,Jackson Browne,null,Take It Easy by Jackson Browne
1620,The Load-out/stay,Jackson Browne,1977,The Load-out/stay by Jackson Browne
1621,The Road and the Sky,Jackson Browne,1977,The Road and the Sky by Jackson Browne
1622,Funk #49,James Gang,1970,Funk #49 by James Gang
1623,Walk Away,James Gang,null,Walk Away by James Gang
1624,YOUVE GOT A FRIEND,JAMES TAYLOR,1971,YOUVE GOT A FRIEND by JAMES TAYLOR
1625,Been Caught Stealing,Jane's Addiction,1990,Been Caught Stealing by Janes Addiction
1626,Jane Says,Jane's Addiction,1988,Jane Says by Janes Addiction
1627,Get It While You Can,Janis Joplin,1971,Get It While You Can by Janis Joplin
1628,Me and Bobby McGee,Janis Joplin,1971,Me and Bobby McGee by Janis Joplin
1629,Move Over,Janis Joplin,1971,Move Over by Janis Joplin
1630,Piece of My Heart,Janis Joplin,1968,Piece of My Heart by Janis Joplin
1631,Summertime,Janis Joplin,null,Summertime by Janis Joplin
1632,Shakedown Cruise,Jay Ferguson,null,Shakedown Cruise by Jay Ferguson
1633,Thunder Island,Jay Ferguson,1978,Thunder Island by Jay Ferguson
1634,Freeway Jam,Jeff Beck,1975,Freeway Jam by Jeff Beck
1635,Rice Pudding,Jeff Beck,null,Rice Pudding by Jeff Beck
1636,Somebody to Love,Jefferson Airplane,1967,Somebody to Love by Jefferson Airplane
1637,White Rabbit,Jefferson Airplane,1967,White Rabbit by Jefferson Airplane
1638,Find Your Way Back,Jefferson Starship,null,Find Your Way Back by Jefferson Starship
1639,Jane,Jefferson Starship,1979,Jane by Jefferson Starship
1640,Ride the Tiger,Jefferson Starship,null,Ride the Tiger by Jefferson Starship
1641,We Built This City,Jefferson Starship,1985,We Built This City by Jefferson Starship
1642,Right Here Right Now,Jesus Jones,1991,Right Here Right Now by Jesus Jones
1643,Are You Gonna Be My Girl,Jet,2003,Are You Gonna Be My Girl by Jet
1644,Cold Hard Bitch,Jet,2004,Cold Hard Bitch by Jet
1645,Aqualung,Jethro Tull,1971,Aqualung by Jethro Tull
1646,Bungle In The Jungle,Jethro Tull,1974,Bungle In The Jungle by Jethro Tull
1647,Cross-eyed Mary,Jethro Tull,1971,Cross-eyed Mary by Jethro Tull
1648,Hymn 43,Jethro Tull,null,Hymn 43 by Jethro Tull
1649,Living In The Past,Jethro Tull,1969,Living In The Past by Jethro Tull
1650,Locomotive Breath,Jethro Tull,1971,Locomotive Breath by Jethro Tull
1651,Nothing Is Easy,Jethro Tull,null,Nothing Is Easy by Jethro Tull
1652,Teacher,Jethro Tull,1972,Teacher by Jethro Tull
1653,Thick As A Brick,Jethro Tull,null,Thick As A Brick by Jethro Tull
1654,Too Old To Rock n Roll,Jethro Tull,null,Too Old To Rock n Roll by Jethro Tull
1655,TIME IN A BOTTLE,Jim Croce,1972,TIME IN A BOTTLE by Jim Croce
1656,All Along the Watchtower,Jimi Hendrix,1968,All Along the Watchtower by Jimi Hendrix
1657,Angel,Jimi Hendrix,1971,Angel by Jimi Hendrix
1658,Are You Experienced?,Jimi Hendrix,1967,Are You Experienced? by Jimi Hendrix
1659,Crosstown Traffic,Jimi Hendrix,1968,Crosstown Traffic by Jimi Hendrix
1660,Dolly Dagger,Jimi Hendrix,1970,Dolly Dagger by Jimi Hendrix
1661,Fire,Jimi Hendrix,1967,Fire by Jimi Hendrix
1662,Foxey Lady,Jimi Hendrix,1967,Foxey Lady by Jimi Hendrix
1663,Hey Joe,Jimi Hendrix,1966,Hey Joe by Jimi Hendrix
1664,If 6 Was 9,Jimi Hendrix,null,If 6 Was 9 by Jimi Hendrix
1665,Like a Rolling Stone,Jimi Hendrix,null,Like a Rolling Stone by Jimi Hendrix
1666,Little Wing,Jimi Hendrix,1967,Little Wing by Jimi Hendrix
1667,Manic Depression,Jimi Hendrix,1967,Manic Depression by Jimi Hendrix
1668,Purple Haze,Jimi Hendrix,1967,Purple Haze by Jimi Hendrix
1669,Red House,Jimi Hendrix,1967,Red House by Jimi Hendrix
1670,Stone Free,Jimi Hendrix,1966,Stone Free by Jimi Hendrix
1671,The Wind Cries Mary,Jimi Hendrix,1967,The Wind Cries Mary by Jimi Hendrix
1672,Third Stone From The Sun,Jimi Hendrix,1967,Third Stone From The Sun by Jimi Hendrix
1673,Voodoo Child (Slight Return),Jimi Hendrix,1968,Voodoo Child (Slight Return) by Jimi Hendrix
1674,Margaritaville,Jimmy Buffett,1977,Margaritaville by Jimmy Buffett
1675,Son of a Son of a Sailor,Jimmy Buffett,1978,Son of a Son of a Sailor by Jimmy Buffett
1676,Why Dont We Get Drunk,Jimmy Buffett,1973,Why Dont We Get Drunk by Jimmy Buffett
1677,Bad Reputation,Joan Jett,1981,Bad Reputation by Joan Jett
1678,Crimson And Clover,Joan Jett,null,Crimson And Clover by Joan Jett
1679,I Hate Myself For Loving You,Joan Jett,1988,I Hate Myself For Loving You by Joan Jett
1680,I Love Rock n Roll,Joan Jett,1981,I Love Rock n Roll by Joan Jett
1681,Cry Me a River,Joe Cocker,null,Cry Me a River by Joe Cocker
1682,Feelin Alright,Joe Cocker,null,Feelin Alright by Joe Cocker
1683,The Letter,Joe Cocker,null,The Letter by Joe Cocker
1684,With A Little Help From My Friends,Joe Cocker,1968,With A Little Help From My Friends by Joe Cocker
1685,You Can Leave Your Hat On (Live),Joe Cocker,null,You Can Leave Your Hat On (Live) by Joe Cocker
1686,Is She Really Going Out With Him?,Joe Jackson,1979,Is She Really Going Out With Him? by Joe Jackson
1687,Summer Song,Joe Satriani,null,Summer Song by Joe Satriani
1688,A Life Of Illusion,Joe Walsh,1981,A Life Of Illusion by Joe Walsh
1689,All Night Long,Joe Walsh,1980,All Night Long by Joe Walsh
1690,Analog Man,Joe Walsh,2012,Analog Man by Joe Walsh
1691,Funk #49,Joe Walsh,2012,Funk #49 by Joe Walsh
1692,In the City,Joe Walsh,1979,In the City by Joe Walsh
1693,Lifes Been Good,Joe Walsh,null,Lifes Been Good by Joe Walsh
1694,Ordinary Average Guy,Joe Walsh,1991,Ordinary Average Guy by Joe Walsh
1695,Rocky Mountain Way,Joe Walsh,1973,Rocky Mountain Way by Joe Walsh
1696,The Confessor,Joe Walsh,null,The Confessor by Joe Walsh
1697,Turn To Stone,Joe Walsh,null,Turn To Stone by Joe Walsh
1698,On the Dark Side,John Cafferty,1983,On the Dark Side by John Cafferty
1699,Centerfield,John Fogerty,1985,Centerfield by John Fogerty
1700,The Old Man Down The Road,John Fogerty,1985,The Old Man Down The Road by John Fogerty
1701,#9 Dream,John Lennon,1974,#9 Dream by John Lennon
1702,Imagine,John Lennon,1971,Imagine by John Lennon
1703,Instant Karma,John Lennon,1970,Instant Karma by John Lennon
1704,Mind Games,John Lennon,null,Mind Games by John Lennon
1705,Watching the Wheels,John Lennon,1980,Watching the Wheels by John Lennon
1706,Woman,John Lennon,1980,Woman by John Lennon
1707,Again Tonight,John Mellencamp,null,Again Tonight by John Mellencamp
1708,Aint Even Done With the Night,John Mellencamp,null,Aint Even Done With the Night by John Mellencamp
1709,Authority Song,John Mellencamp,1983,Authority Song by John Mellencamp
1710,Check It Out,John Mellencamp,null,Check It Out by John Mellencamp
1711,Cherry Bomb,John Mellencamp,null,Cherry Bomb by John Mellencamp
1712,Crumblin Down,John Mellencamp,1983,Crumblin Down by John Mellencamp
1713,Hurts So Good,John Mellencamp,1982,Hurts So Good by John Mellencamp
1714,I Need A Lover,John Mellencamp,1978,I Need A Lover by John Mellencamp
1715,Jack & Diane,John Mellencamp,1982,Jack & Diane by John Mellencamp
1716,Lonely Ol Night,John Mellencamp,1985,Lonely Ol Night by John Mellencamp
1717,Paper in Fire,John Mellencamp,1987,Paper in Fire by John Mellencamp
1718,Pink Houses,John Mellencamp,1984,Pink Houses by John Mellencamp
1719,R.O.C.K. In the U.S.A.,John Mellencamp,1985,R.O.C.K. In the U.S.A. by John Mellencamp
1720,Rain On The Scarecrow,John Mellencamp,1985,Rain On The Scarecrow by John Mellencamp
1721,Small Town,John Mellencamp,1985,Small Town by John Mellencamp
1722,What If I Came Knocking,John Mellencamp,null,What If I Came Knocking by John Mellencamp
1723,Illegal Smile,John Prine,null,Illegal Smile by John Prine
1724,I CAN SEE CLEARLY NOW,Johnny Nash,1972,I CAN SEE CLEARLY NOW by Johnny Nash
1725,Brickyard Road,Johnny Van Zant,1990,Brickyard Road by Johnny Van Zant
1726,Shanty,Jonathan Edwards,null,Shanty by Jonathan Edwards
1727,Roadrunner,Jonathan Richman,1977,Roadrunner by Jonathan Richman
1728,Any Way You Want It,Journey,1980,Any Way You Want It by Journey
1729,City of the Angels,Journey,null,City of the Angels by Journey
1730,Dont Stop Believin,Journey,1981,Dont Stop Believin by Journey
1731,Escape,Journey,null,Escape by Journey
1732,Faithfully,Journey,1983,Faithfully by Journey
1733,Feeling That Way,Journey,1978,Feeling That Way by Journey
1734,Just the Same Way,Journey,null,Just the Same Way by Journey
1735,Lights,Journey,1978,Lights by Journey
1736,Look Into The Future,Journey,null,Look Into The Future by Journey
1737,Only the Young,Journey,1985,Only the Young by Journey
1738,Open Arms,Journey,1982,Open Arms by Journey
1739,Send Her My Love,Journey,1983,Send Her My Love by Journey
1740,Separate Ways (Worlds Apart),Journey,1983,Separate Ways (Worlds Apart) by Journey
1741,Stone In Love,Journey,null,Stone In Love by Journey
1742,Wheel in the Sky,Journey,1978,Wheel in the Sky by Journey
1743,Whos Crying Now,Journey,1981,Whos Crying Now by Journey
1744,Breaking The Law,Judas Priest,1980,Breaking The Law by Judas Priest
1745,Diamonds And Rust,Judas Priest,null,Diamonds And Rust by Judas Priest
1746,Electric Eye,Judas Priest,1982,Electric Eye by Judas Priest
1747,Heading Out To The Highway,Judas Priest,null,Heading Out To The Highway by Judas Priest
1748,Hot Rockin,Judas Priest,null,Hot Rockin by Judas Priest
1749,Living After Midnight,Judas Priest,1980,Living After Midnight by Judas Priest
1750,The Ripper,Judas Priest,1976,The Ripper by Judas Priest
1751,Turbo Lover,Judas Priest,null,Turbo Lover by Judas Priest
1752,Youve Got Another Thing Comin,Judas Priest,null,Youve Got Another Thing Comin by Judas Priest
1753,Simple Man,Junkyard,null,Simple Man by Junkyard
1754,Carry On Wayward Son,Kansas,1976,Carry On Wayward Son by Kansas
1755,Dust In The Wind,Kansas,1977,Dust In The Wind by Kansas
1756,Play the Game Tonight,Kansas,1982,Play the Game Tonight by Kansas
1757,Point of Know Return,Kansas,1977,Point of Know Return by Kansas
1758,Im Alright,Kenny Loggins,1980,Im Alright by Kenny Loggins
1759,Just Dropped In,Kenny Loggins,null,Just Dropped In by Kenny Loggins
1760,Blue On Black,Kenny Wayne Shepherd,null,Blue On Black by Kenny Wayne Shepherd
1761,All Summer Long,Kid Rock,2007,All Summer Long by Kid Rock
1762,Cowboy,Kid Rock,1998,Cowboy by Kid Rock
1763,Lets Ride,Kid Rock,2012,Lets Ride by Kid Rock
1764,If I Say,Kingofthehill,null,If I Say by Kingofthehill
1765,Sex On Fire,Kings of Leon,2008,Sex On Fire by Kings of Leon
1766,Use Somebody,Kings of Leon,2008,Use Somebody by Kings of Leon
1767,Beth,Kiss,1976,Beth by Kiss
1768,Calling Dr. Love,Kiss,1976,Calling Dr. Love by Kiss
1769,Christeen Sixteen,Kiss,null,Christeen Sixteen by Kiss
1770,Cold Gin,Kiss,1973,Cold Gin by Kiss
1771,Detroit Rock City,Kiss,1976,Detroit Rock City by Kiss
1772,Heavens On Fire,Kiss,null,Heavens On Fire by Kiss
1773,Lick It Up,Kiss,1983,Lick It Up by Kiss
1774,Rock And Roll All Nite,Kiss,1975,Rock And Roll All Nite by Kiss
1775,Shout It out Loud,Kiss,null,Shout It out Loud by Kiss
1776,Strutter,Kiss,1974,Strutter by Kiss
1777,Tears Are Falling,Kiss,null,Tears Are Falling by Kiss
1778,Long Stick Goes Boom,Krokus,null,Long Stick Goes Boom by Krokus
1779,Screaming In The Night,Krokus,null,Screaming In The Night by Krokus
1780,Stayed Awake All Night,Krokus,null,Stayed Awake All Night by Krokus
1781,Sex Action,L.A. Guns,null,Sex Action by L.A. Guns
1782,Key To The Rhyme,Lake,null,Key To The Rhyme by Lake
1783,All My Love,Led Zeppelin,1979,All My Love by Led Zeppelin
1784,Babe Im Gonna Leave You,Led Zeppelin,1969,Babe Im Gonna Leave You by Led Zeppelin
1785,Black Dog,Led Zeppelin,1971,Black Dog by Led Zeppelin
1786,Black Mountain Side,Led Zeppelin,1969,Black Mountain Side by Led Zeppelin
1787,Bonzos Montreaux,Led Zeppelin,1982,Bonzos Montreaux by Led Zeppelin
1788,Boogie With Stu,Led Zeppelin,1975,Boogie With Stu by Led Zeppelin
1789,Bring It On Home,Led Zeppelin,1969,Bring It On Home by Led Zeppelin
1790,Bron-y-aur Stomp,Led Zeppelin,1970,Bron-y-aur Stomp by Led Zeppelin
1791,Celebration Day,Led Zeppelin,1970,Celebration Day by Led Zeppelin
1792,Communication Breakdown,Led Zeppelin,1969,Communication Breakdown by Led Zeppelin
1793,Custard Pie,Led Zeppelin,1975,Custard Pie by Led Zeppelin
1794,DYer Maker,Led Zeppelin,1973,DYer Maker by Led Zeppelin
1795,Dancing Days,Led Zeppelin,1973,Dancing Days by Led Zeppelin
1796,Darlene,Led Zeppelin,1982,Darlene by Led Zeppelin
1797,Dazed and Confused,Led Zeppelin,1969,Dazed and Confused by Led Zeppelin
1798,Down By The Seaside,Led Zeppelin,1975,Down By The Seaside by Led Zeppelin
1799,Fool In the Rain,Led Zeppelin,1979,Fool In the Rain by Led Zeppelin
1800,For Your Life,Led Zeppelin,1976,For Your Life by Led Zeppelin
1801,Four Sticks,Led Zeppelin,1971,Four Sticks by Led Zeppelin
1802,Friends,Led Zeppelin,1970,Friends by Led Zeppelin
1803,Gallows Pole,Led Zeppelin,1970,Gallows Pole by Led Zeppelin
1804,Going to California,Led Zeppelin,1971,Going to California by Led Zeppelin
1805,Good Times Bad Times,Led Zeppelin,1969,Good Times Bad Times by Led Zeppelin
1806,Hats Off To {roy} Harper,Led Zeppelin,1970,Hats Off To {roy} Harper by Led Zeppelin
1807,Heartbreaker/living Loving Maid {shes Just A Woman},Led Zeppelin,1969,Heartbreaker/living Loving Maid {shes Just A Woman} by Led Zeppelin
1808,Hey Hey What Can I Do,Led Zeppelin,1970,Hey Hey What Can I Do by Led Zeppelin
1809,Hot Dog,Led Zeppelin,1979,Hot Dog by Led Zeppelin
1810,Houses of the Holy,Led Zeppelin,1975,Houses of the Holy by Led Zeppelin
1811,How Many More Times,Led Zeppelin,1969,How Many More Times by Led Zeppelin
1812,I Cant Quit You Baby,Led Zeppelin,1969,I Cant Quit You Baby by Led Zeppelin
1813,Immigrant Song,Led Zeppelin,1970,Immigrant Song by Led Zeppelin
1814,In My Time of Dying,Led Zeppelin,1975,In My Time of Dying by Led Zeppelin
1815,In the Evening,Led Zeppelin,1979,In the Evening by Led Zeppelin
1816,In the Light,Led Zeppelin,1975,In the Light by Led Zeppelin
1817,Kashmir,Led Zeppelin,1975,Kashmir by Led Zeppelin
1818,Living Loving Maid (Shes Just a Woman),Led Zeppelin,1969,Living Loving Maid (Shes Just a Woman) by Led Zeppelin
1819,Misty Mountain Hop,Led Zeppelin,1971,Misty Mountain Hop by Led Zeppelin
1820,Moby Dick,Led Zeppelin,1969,Moby Dick by Led Zeppelin
1821,NIGHT FLIGHT,Led Zeppelin,1975,NIGHT FLIGHT by Led Zeppelin
1822,No Quarter,Led Zeppelin,1973,No Quarter by Led Zeppelin
1823,Nobodys Fault But Mine,Led Zeppelin,null,Nobodys Fault But Mine by Led Zeppelin
1824,Out On The Tiles,Led Zeppelin,1970,Out On The Tiles by Led Zeppelin
1825,Over the Hills and Far Away,Led Zeppelin,1973,Over the Hills and Far Away by Led Zeppelin
1826,Ramble On,Led Zeppelin,1969,Ramble On by Led Zeppelin
1827,Rock and Roll,Led Zeppelin,1971,Rock and Roll by Led Zeppelin
1828,Royal Orleans,Led Zeppelin,1976,Royal Orleans by Led Zeppelin
1829,Since Ive Been Loving You,Led Zeppelin,1970,Since Ive Been Loving You by Led Zeppelin
1830,South Bound Saurez,Led Zeppelin,1979,South Bound Saurez by Led Zeppelin
1831,Stairway to Heaven,Led Zeppelin,1971,Stairway to Heaven by Led Zeppelin
1832,TANGERINE,Led Zeppelin,1970,TANGERINE by Led Zeppelin
1833,Ten Years Gone,Led Zeppelin,1975,Ten Years Gone by Led Zeppelin
1834,Thank You,Led Zeppelin,1969,Thank You by Led Zeppelin
1835,Thats the Way,Led Zeppelin,1970,Thats the Way by Led Zeppelin
1836,The Battle Of Evermore,Led Zeppelin,1971,The Battle Of Evermore by Led Zeppelin
1837,The Crunge,Led Zeppelin,1973,The Crunge by Led Zeppelin
1838,The Lemon Song,Led Zeppelin,1969,The Lemon Song by Led Zeppelin
1839,The Ocean,Led Zeppelin,1973,The Ocean by Led Zeppelin
1840,The Rain Song,Led Zeppelin,1973,The Rain Song by Led Zeppelin
1841,The Rover,Led Zeppelin,1975,The Rover by Led Zeppelin
1842,The Song Remains the Same,Led Zeppelin,1973,The Song Remains the Same by Led Zeppelin
1843,THE WANTON SONG,Led Zeppelin,1975,THE WANTON SONG by Led Zeppelin
1844,Trampled Under Foot,Led Zeppelin,1975,Trampled Under Foot by Led Zeppelin
1845,Traveling Riverside Blues,Led Zeppelin,1982,Traveling Riverside Blues by Led Zeppelin
1846,What Is and What Should Never Be,Led Zeppelin,1969,What Is and What Should Never Be by Led Zeppelin
1847,When The Levee Breaks,Led Zeppelin,1971,When The Levee Breaks by Led Zeppelin
1848,Whole Lotta Love,Led Zeppelin,1969,Whole Lotta Love by Led Zeppelin
1849,You Shook Me,Led Zeppelin,1969,You Shook Me by Led Zeppelin
1850,Your Time Is Gonna Come,Led Zeppelin,1969,Your Time Is Gonna Come by Led Zeppelin
1851,Do You Know What I Mean,Lee Michaels,null,Do You Know What I Mean by Lee Michaels
1852,Woman,Legs Diamond,null,Woman by Legs Diamond
1853,American Woman,Lenny Kravitz,1998,American Woman by Lenny Kravitz
1854,Are You Gonna Go My Way,Lenny Kravitz,1993,Are You Gonna Go My Way by Lenny Kravitz
1855,Fly Away,Lenny Kravitz,1998,Fly Away by Lenny Kravitz
1856,Stranger In A Strange Land,Leon Russell,null,Stranger In A Strange Land by Leon Russell
1857,My Own Worst Enemy,Lit,1999,My Own Worst Enemy by Lit
1858,Close My Eyes Forever,Lita Ford,1988,Close My Eyes Forever by Lita Ford
1859,Kiss Me Deadly,Lita Ford,1988,Kiss Me Deadly by Lita Ford
1860,All That You Dream,Little Feat,null,All That You Dream by Little Feat
1861,Dixie Chicken,Little Feat,1973,Dixie Chicken by Little Feat
1862,I Alone,Live,null,I Alone by Live
1863,Lightning Crashes,Live,1994,Lightning Crashes by Live
1864,Cult Of Personality,Living Colour,1988,Cult Of Personality by Living Colour
1865,Bound for the Floor,Local H,1996,Bound for the Floor by Local H
1866,Conquistador,London Symphony Orchestra,1967,Conquistador by London Symphony Orchestra
1867,Midnight Blue,Lou Gramm,null,Midnight Blue by Lou Gramm
1868,Sweet Jane (Live),Lou Reed,1970,Sweet Jane (Live) by Lou Reed
1869,Walk On The Wild Side,Lou Reed,1972,Walk On The Wild Side by Lou Reed
1870,Lovin Every Minute of It,Loverboy,null,Lovin Every Minute of It by Loverboy
1871,The Kid Is Hot Tonite,Loverboy,1980,The Kid Is Hot Tonite by Loverboy
1872,Turn Me Loose,Loverboy,1980,Turn Me Loose by Loverboy
1873,Working for the Weekend,Loverboy,1981,Working for the Weekend by Loverboy
1874,Wicked Sensation,Lynch Mob,null,Wicked Sensation by Lynch Mob
1875,Call Me the Breeze,Lynyrd Skynyrd,1974,Call Me the Breeze by Lynyrd Skynyrd
1876,Dixie/Sweet Home Alabama,Lynyrd Skynyrd,1974,Dixie/Sweet Home Alabama by Lynyrd Skynyrd
1877,Dont Ask Me No Questions,Lynyrd Skynyrd,1974,Dont Ask Me No Questions by Lynyrd Skynyrd
1878,Free Bird,Lynyrd Skynyrd,1973,Free Bird by Lynyrd Skynyrd
1879,Gimme Back My Bullets,Lynyrd Skynyrd,1976,Gimme Back My Bullets by Lynyrd Skynyrd
1880,Gimme Three Steps,Lynyrd Skynyrd,1973,Gimme Three Steps by Lynyrd Skynyrd
1881,I Know a Little,Lynyrd Skynyrd,1977,I Know a Little by Lynyrd Skynyrd
1882,Saturday Night Special,Lynyrd Skynyrd,1975,Saturday Night Special by Lynyrd Skynyrd
1883,Simple Man,Lynyrd Skynyrd,1973,Simple Man by Lynyrd Skynyrd
1884,Sweet Home Alabama,Lynyrd Skynyrd,1974,Sweet Home Alabama by Lynyrd Skynyrd
1885,That Smell,Lynyrd Skynyrd,1977,That Smell by Lynyrd Skynyrd
1886,The Ballad Of Curtis Loew,Lynyrd Skynyrd,1974,The Ballad Of Curtis Loew by Lynyrd Skynyrd
1887,Tuesdays Gone,Lynyrd Skynyrd,1973,Tuesdays Gone by Lynyrd Skynyrd
1888,Whats Your Name,Lynyrd Skynyrd,1977,Whats Your Name by Lynyrd Skynyrd
1889,You Got That Right,Lynyrd Skynyrd,null,You Got That Right by Lynyrd Skynyrd
1890,Merry-Go-Round,Mama's Pride,null,Merry-Go-Round by Mamas Pride
1891,Blinded by the Light,Manfred Mann,1976,Blinded by the Light by Manfred Mann
1892,Do Wah Diddy Diddy,Manfred Mann,1964,Do Wah Diddy Diddy by Manfred Mann
1893,Sex and Candy,Marcy Playground,null,Sex and Candy by Marcy Playground
1894,Paradise By The Dashboard Light,Meat Loaf,1977,Paradise By The Dashboard Light by Meat Loaf
1895,TWO OUT OF THREE AINT BAD,Meat Loaf,1977,TWO OUT OF THREE AINT BAD by Meat Loaf
1896,You Took The Words Right Out Of My Mouth,Meat Loaf,1977,You Took The Words Right Out Of My Mouth by Meat Loaf
1897,Im the Only One,Melissa Etheridge,1993,Im the Only One by Melissa Etheridge
1898,Down Under,Men At Work,1982,Down Under by Men At Work
1899,Who Can It Be Now?,Men At Work,1982,Who Can It Be Now? by Men At Work
1900,Breadfan,Metallica,1998,Breadfan by Metallica
1901,Enter Sandman,Metallica,1991,Enter Sandman by Metallica
1902,Fade To Black,Metallica,1984,Fade To Black by Metallica
1903,For Whom The Bell Tolls,Metallica,1984,For Whom The Bell Tolls by Metallica
1904,Fuel,Metallica,1997,Fuel by Metallica
1905,Harvester Of Sorrow,Metallica,1988,Harvester Of Sorrow by Metallica
1906,Hero of the Day,Metallica,1996,Hero of the Day by Metallica
1907,Lords of Summer (First Pass Version),Metallica,null,Lords of Summer (First Pass Version) by Metallica
1908,Master of Puppets,Metallica,1986,Master of Puppets by Metallica
1909,No Leaf Clover,Metallica,1999,No Leaf Clover by Metallica
1910,Nothing Else Matters,Metallica,1991,Nothing Else Matters by Metallica
1911,One,Metallica,1988,One by Metallica
1912,Sad But True,Metallica,1991,Sad But True by Metallica
1913,Seek & Destroy,Metallica,1983,Seek & Destroy by Metallica
1914,The Memory Remains,Metallica,1997,The Memory Remains by Metallica
1915,The Unforgiven,Metallica,1991,The Unforgiven by Metallica
1916,Turn The Page,Metallica,null,Turn The Page by Metallica
1917,Until It Sleeps,Metallica,1996,Until It Sleeps by Metallica
1918,Wherever I May Roam,Metallica,1991,Wherever I May Roam by Metallica
1919,Whiskey In The Jar,Metallica,null,Whiskey In The Jar by Metallica
1920,Cruisin,Michael Nesmith,null,Cruisin by Michael Nesmith
1921,Drinkin in the Driveway,Michael Stanley,null,Drinkin in the Driveway by Michael Stanley
1922,He Cant Love You,Michael Stanley,null,He Cant Love You by Michael Stanley
1923,Lets Get the Show on the Road,Michael Stanley,null,Lets Get the Show on the Road by Michael Stanley
1924,My Town,Michael Stanley,null,My Town by Michael Stanley
1925,Rosewood Bitters,Michael Stanley,null,Rosewood Bitters by Michael Stanley
1926,Strike up the Band,Michael Stanley,null,Strike up the Band by Michael Stanley
1927,Beds Are Burning,Midnight Oil,1988,Beds Are Burning by Midnight Oil
1928,Devil With the Blue Dress On,Mitch Ryder,1966,Devil With the Blue Dress On by Mitch Ryder
1929,I Melt With You,Modern English,1982,I Melt With You by Modern English
1930,Sugar Boogie,Molkie Cole,null,Sugar Boogie by Molkie Cole
1931,Dreams Ill Never See,Molly Hatchet,null,Dreams Ill Never See by Molly Hatchet
1932,Flirtin With Disaster,Molly Hatchet,null,Flirtin With Disaster by Molly Hatchet
1933,What Do All The People Know,Monroes,null,What Do All The People Know by Monroes
1934,Bad Motor Scooter,Montrose,1973,Bad Motor Scooter by Montrose
1935,Rock Candy,Montrose,1973,Rock Candy by Montrose
1936,Space Station #5,Montrose,1973,Space Station #5 by Montrose
1937,Dont Go Away Mad (Just Go Away),Motley Crue,1989,Dont Go Away Mad (Just Go Away) by Motley Crue
1938,Dr. Feelgood,Motley Crue,1989,Dr. Feelgood by Motley Crue
1939,Home Sweet Home,Motley Crue,1985,Home Sweet Home by Motley Crue
1940,Kickstart My Heart,Motley Crue,1989,Kickstart My Heart by Motley Crue
1941,Looks That Kill,Motley Crue,null,Looks That Kill by Motley Crue
1942,Piece of Your Action,Motley Crue,null,Piece of Your Action by Motley Crue
1943,Same Ol Situation,Motley Crue,1989,Same Ol Situation by Motley Crue
1944,Shout at the Devil,Motley Crue,1983,Shout at the Devil by Motley Crue
